schemaTuple,visited,timesVisited,id
mutationassignwarehouseshippingzone,False,0,
mutationunassignwarehouseshippingzone,False,0,
mutationauthorizationkeyadd,False,0,
mutationauthorizationkeydelete,False,0,
mutationstaffnotificationrecipientcreate,False,0,
mutationstaffnotificationrecipientupdate,False,0,
mutationstaffnotificationrecipientdelete,False,0,
mutationhomepagecollectionupdate,False,0,
mutationshopdomainupdate,False,0,
mutationshopsettingsupdate,False,0,
mutationshopfetchtaxrates,False,0,
mutationshopsettingstranslate,False,0,
mutationshopaddressupdate,False,0,
mutationshippingpricecreate,False,0,
mutationshippingpricedelete,False,0,
mutationshippingpricebulkdelete,False,0,
mutationshippingpriceupdate,False,0,
mutationshippingpricetranslate,False,0,
mutationshippingzonecreate,False,0,
mutationshippingzonedelete,False,0,
mutationshippingzonebulkdelete,False,0,
mutationshippingzoneupdate,False,0,
mutationattributecreate,False,0,
mutationattributedelete,False,0,
mutationattributebulkdelete,False,0,
mutationattributeassign,False,0,
mutationattributeunassign,False,0,
mutationattributeupdate,False,0,
mutationattributetranslate,False,0,
mutationattributevaluecreate,False,0,
mutationattributevaluedelete,False,0,
mutationattributevaluebulkdelete,False,0,
mutationattributevalueupdate,False,0,
mutationattributevaluetranslate,False,0,
mutationattributereordervalues,False,0,
mutationcategorycreate,False,0,
mutationcategorydelete,False,0,
mutationcategorybulkdelete,False,0,
mutationcategoryupdate,False,0,
mutationcategorytranslate,False,0,
mutationcollectionaddproducts,False,0,
mutationcollectioncreate,False,0,
mutationcollectiondelete,False,0,
mutationcollectionreorderproducts,False,0,
mutationcollectionbulkdelete,False,0,
mutationcollectionbulkpublish,False,0,
mutationcollectionremoveproducts,False,0,
mutationcollectionupdate,False,0,
mutationcollectiontranslate,False,0,
mutationproductcreate,False,0,
mutationproductdelete,False,0,
mutationproductbulkdelete,False,0,
mutationproductbulkpublish,False,0,
mutationproductupdate,False,0,
mutationproducttranslate,False,0,
mutationproductsetavailabilityforpurchase,False,0,
mutationproductimagecreate,False,0,
mutationproductvariantreorder,False,0,
mutationproductimagedelete,False,0,
mutationproductimagebulkdelete,False,0,
mutationproductimagereorder,False,0,
mutationproductimageupdate,False,0,
mutationproducttypecreate,False,0,
mutationproducttypedelete,False,0,
mutationproducttypebulkdelete,False,0,
mutationproducttypeupdate,False,0,
mutationproducttypereorderattributes,False,0,
mutationdigitalcontentcreate,False,0,
mutationdigitalcontentdelete,False,0,
mutationdigitalcontentupdate,False,0,
mutationdigitalcontenturlcreate,False,0,
mutationproductvariantcreate,False,0,
mutationproductvariantdelete,False,0,
mutationproductvariantbulkcreate,False,0,
mutationproductvariantbulkdelete,False,0,
mutationproductvariantstockscreate,False,0,
mutationproductvariantstocksdelete,False,0,
mutationproductvariantstocksupdate,False,0,
mutationproductvariantupdate,False,0,
mutationproductvariantsetdefault,False,0,
mutationproductvarianttranslate,False,0,
mutationvariantimageassign,False,0,
mutationvariantimageunassign,False,0,
mutationpaymentcapture,False,0,
mutationpaymentrefund,False,0,
mutationpaymentvoid,False,0,
mutationpagecreate,False,0,
mutationpagedelete,False,0,
mutationpagebulkdelete,False,0,
mutationpagebulkpublish,False,0,
mutationpageupdate,False,0,
mutationpagetranslate,False,0,
mutationdraftordercomplete,False,0,
mutationdraftordercreate,False,0,
mutationdraftorderdelete,False,0,
mutationdraftorderbulkdelete,False,0,
mutationdraftorderlinesbulkdelete,False,0,
mutationdraftorderlinescreate,False,0,
mutationdraftorderlinedelete,False,0,
mutationdraftorderlineupdate,False,0,
mutationdraftorderupdate,False,0,
mutationorderaddnote,False,0,
mutationordercancel,False,0,
mutationordercapture,False,0,
mutationorderfulfill,False,0,
mutationorderfulfillmentcancel,False,0,
mutationorderfulfillmentupdatetracking,False,0,
mutationordermarkaspaid,False,0,
mutationorderrefund,False,0,
mutationorderupdate,False,0,
mutationorderupdateshipping,False,0,
mutationordervoid,False,0,
mutationorderbulkcancel,False,0,
mutationdeletemetadata,False,0,
mutationdeleteprivatemetadata,False,0,
mutationupdatemetadata,False,0,
mutationupdateprivatemetadata,False,0,
mutationassignnavigation,False,0,
mutationmenucreate,False,0,
mutationmenudelete,False,0,
mutationmenubulkdelete,False,0,
mutationmenuupdate,False,0,
mutationmenuitemcreate,False,0,
mutationmenuitemdelete,False,0,
mutationmenuitembulkdelete,False,0,
mutationmenuitemupdate,False,0,
mutationmenuitemtranslate,False,0,
mutationmenuitemmove,False,0,
mutationinvoicerequest,False,0,
mutationinvoicerequestdelete,False,0,
mutationinvoicecreate,False,0,
mutationinvoicedelete,False,0,
mutationinvoiceupdate,False,0,
mutationinvoicesendemail,False,0,
mutationgiftcardactivate,False,0,
mutationgiftcardcreate,False,0,
mutationgiftcarddeactivate,False,0,
mutationgiftcardupdate,False,0,
mutationpluginupdate,False,0,
mutationsalecreate,False,0,
mutationsaledelete,False,0,
mutationsalebulkdelete,False,0,
mutationsaleupdate,False,0,
mutationsalecataloguesadd,False,0,
mutationsalecataloguesremove,False,0,
mutationsaletranslate,False,0,
mutationvouchercreate,False,0,
mutationvoucherdelete,False,0,
mutationvoucherbulkdelete,False,0,
mutationvoucherupdate,False,0,
mutationvouchercataloguesadd,False,0,
mutationvouchercataloguesremove,False,0,
mutationvouchertranslate,False,0,
mutationexportproducts,False,0,
mutationcheckoutaddpromocode,False,0,
mutationcheckoutbillingaddressupdate,False,0,
mutationcheckoutcomplete,False,0,
mutationcheckoutcreate,False,0,
mutationcheckoutcustomerattach,False,0,
mutationcheckoutcustomerdetach,False,0,
mutationcheckoutemailupdate,False,0,
mutationcheckoutlinedelete,False,0,
mutationcheckoutlinesadd,False,0,
mutationcheckoutlinesupdate,False,0,
mutationcheckoutremovepromocode,False,0,
mutationcheckoutpaymentcreate,False,0,
mutationcheckoutshippingaddressupdate,False,0,
mutationcheckoutshippingmethodupdate,False,0,
mutationappcreate,False,0,
mutationappupdate,False,0,
mutationappdelete,False,0,
mutationapptokencreate,False,0,
mutationapptokendelete,False,0,
mutationapptokenverify,False,0,
mutationappinstall,False,0,
mutationappretryinstall,False,0,
mutationappdeletefailedinstallation,False,0,
mutationappfetchmanifest,False,0,
mutationappactivate,False,0,
mutationappdeactivate,False,0,
mutationtokencreate,False,0,
mutationtokenrefresh,False,0,
mutationtokenverify,False,0,
mutationtokensdeactivateall,False,0,
mutationrequestpasswordreset,False,0,
mutationconfirmaccount,False,0,
mutationsetpassword,False,0,
mutationpasswordchange,False,0,
mutationrequestemailchange,False,0,
mutationconfirmemailchange,False,0,
mutationaccountaddresscreate,False,0,
mutationaccountaddressupdate,False,0,
mutationaccountaddressdelete,False,0,
mutationaccountsetdefaultaddress,False,0,
mutationaccountregister,False,0,
mutationaccountupdate,False,0,
mutationaccountrequestdeletion,False,0,
mutationaccountdelete,False,0,
mutationaddresscreate,False,0,
mutationaddressupdate,False,0,
mutationaddressdelete,False,0,
mutationaddresssetdefault,False,0,
mutationcustomercreate,False,0,
mutationcustomerupdate,False,0,
mutationcustomerdelete,False,0,
mutationcustomerbulkdelete,False,0,
mutationstaffcreate,False,0,
mutationstaffupdate,False,0,
mutationstaffdelete,False,0,
mutationstaffbulkdelete,False,0,
mutationuseravatarupdate,False,0,
mutationuseravatardelete,False,0,
mutationuserbulksetactive,False,0,
mutationpermissiongroupcreate,False,0,
mutationpermissiongroupupdate,False,0,
mutationpermissiongroupdelete,False,0,
webhookcreatewebhookerrors,False,0,
webhookcreatewebhook,False,0,
errorfield,False,0,
errormessage,False,0,
webhookerrorfield,False,0,
webhookerrormessage,False,0,
webhookerrorcode,False,0,
webhookdeletewebhookerrors,False,0,
webhookdeletewebhook,False,0,
webhookupdatewebhookerrors,False,0,
webhookupdatewebhook,False,0,
warehousecreatewarehouseerrors,False,0,
warehousecreatewarehouse,False,0,
warehouseerrorfield,False,0,
warehouseerrormessage,False,0,
warehouseerrorcode,False,0,
warehouseupdatewarehouseerrors,False,0,
warehouseupdatewarehouse,False,0,
warehousedeletewarehouseerrors,False,0,
warehousedeletewarehouse,False,0,
warehouseshippingzoneassignwarehouseerrors,False,0,
warehouseshippingzoneassignwarehouse,False,0,
warehouseshippingzoneunassignwarehouseerrors,False,0,
warehouseshippingzoneunassignwarehouse,False,0,
authorizationkeyaddauthorizationkey,False,0,
authorizationkeyaddshop,False,0,
authorizationkeyaddshoperrors,False,0,
shoperrorfield,False,0,
shoperrormessage,False,0,
shoperrorcode,False,0,
authorizationkeydeleteauthorizationkey,False,0,
authorizationkeydeleteshop,False,0,
authorizationkeydeleteshoperrors,False,0,
staffnotificationrecipientcreateshoperrors,False,0,
staffnotificationrecipientcreatestaffnotificationrecipient,False,0,
staffnotificationrecipientupdateshoperrors,False,0,
staffnotificationrecipientupdatestaffnotificationrecipient,False,0,
staffnotificationrecipientdeleteshoperrors,False,0,
staffnotificationrecipientdeletestaffnotificationrecipient,False,0,
homepagecollectionupdateshop,False,0,
homepagecollectionupdateshoperrors,False,0,
shopdomainupdateshop,False,0,
shopdomainupdateshoperrors,False,0,
shopsettingsupdateshop,False,0,
shopsettingsupdateshoperrors,False,0,
shopfetchtaxratesshop,False,0,
shopfetchtaxratesshoperrors,False,0,
shopsettingstranslateshop,False,0,
shopsettingstranslatetranslationerrors,False,0,
translationerrorfield,False,0,
translationerrormessage,False,0,
translationerrorcode,False,0,
shopaddressupdateshop,False,0,
shopaddressupdateshoperrors,False,0,
shippingpricecreateshippingzone,False,0,
shippingpricecreateshippingerrors,False,0,
shippingpricecreateshippingmethod,False,0,
shippingerrorfield,False,0,
shippingerrormessage,False,0,
shippingerrorcode,False,0,
shippingerrorwarehouses,False,0,
shippingpricedeleteshippingmethod,False,0,
shippingpricedeleteshippingzone,False,0,
shippingpricedeleteshippingerrors,False,0,
shippingpricebulkdeletecount,False,0,
shippingpricebulkdeleteshippingerrors,False,0,
shippingpriceupdateshippingzone,False,0,
shippingpriceupdateshippingerrors,False,0,
shippingpriceupdateshippingmethod,False,0,
shippingpricetranslatetranslationerrors,False,0,
shippingpricetranslateshippingmethod,False,0,
shippingzonecreateshippingerrors,False,0,
shippingzonecreateshippingzone,False,0,
shippingzonedeleteshippingerrors,False,0,
shippingzonedeleteshippingzone,False,0,
shippingzonebulkdeletecount,False,0,
shippingzonebulkdeleteshippingerrors,False,0,
shippingzoneupdateshippingerrors,False,0,
shippingzoneupdateshippingzone,False,0,
attributecreateattribute,False,0,
attributecreateproducterrors,False,0,
producterrorfield,False,0,
producterrormessage,False,0,
producterrorcode,False,0,
producterrorattributes,False,0,
attributedeleteproducterrors,False,0,
attributedeleteattribute,False,0,
attributebulkdeletecount,False,0,
attributebulkdeleteproducterrors,False,0,
attributeassignproducttype,False,0,
attributeassignproducterrors,False,0,
attributeunassignproducttype,False,0,
attributeunassignproducterrors,False,0,
attributeupdateattribute,False,0,
attributeupdateproducterrors,False,0,
attributetranslatetranslationerrors,False,0,
attributetranslateattribute,False,0,
attributeupdatemetaproducterrors,False,0,
attributeupdatemetaattribute,False,0,
attributeclearmetaproducterrors,False,0,
attributeclearmetaattribute,False,0,
attributeupdateprivatemetaproducterrors,False,0,
attributeupdateprivatemetaattribute,False,0,
attributeclearprivatemetaproducterrors,False,0,
attributeclearprivatemetaattribute,False,0,
attributevaluecreateattribute,False,0,
attributevaluecreateproducterrors,False,0,
attributevaluecreateattributevalue,False,0,
attributevaluedeleteattribute,False,0,
attributevaluedeleteproducterrors,False,0,
attributevaluedeleteattributevalue,False,0,
attributevaluebulkdeletecount,False,0,
attributevaluebulkdeleteproducterrors,False,0,
attributevalueupdateattribute,False,0,
attributevalueupdateproducterrors,False,0,
attributevalueupdateattributevalue,False,0,
attributevaluetranslatetranslationerrors,False,0,
attributevaluetranslateattributevalue,False,0,
attributereordervaluesattribute,False,0,
attributereordervaluesproducterrors,False,0,
categorycreateproducterrors,False,0,
categorycreatecategory,False,0,
categorydeleteproducterrors,False,0,
categorydeletecategory,False,0,
categorybulkdeletecount,False,0,
categorybulkdeleteproducterrors,False,0,
categoryupdateproducterrors,False,0,
categoryupdatecategory,False,0,
categorytranslatetranslationerrors,False,0,
categorytranslatecategory,False,0,
categoryupdatemetaproducterrors,False,0,
categoryupdatemetacategory,False,0,
categoryclearmetaproducterrors,False,0,
categoryclearmetacategory,False,0,
categoryupdateprivatemetaproducterrors,False,0,
categoryupdateprivatemetacategory,False,0,
categoryclearprivatemetaproducterrors,False,0,
categoryclearprivatemetacategory,False,0,
collectionaddproductscollection,False,0,
collectionaddproductsproducterrors,False,0,
collectioncreateproducterrors,False,0,
collectioncreatecollection,False,0,
collectiondeleteproducterrors,False,0,
collectiondeletecollection,False,0,
collectionreorderproductscollection,False,0,
collectionreorderproductsproducterrors,False,0,
collectionbulkdeletecount,False,0,
collectionbulkdeleteproducterrors,False,0,
collectionbulkpublishcount,False,0,
collectionbulkpublishproducterrors,False,0,
collectionremoveproductscollection,False,0,
collectionremoveproductsproducterrors,False,0,
collectionupdateproducterrors,False,0,
collectionupdatecollection,False,0,
collectiontranslatetranslationerrors,False,0,
collectiontranslatecollection,False,0,
collectionupdatemetaproducterrors,False,0,
collectionupdatemetacollection,False,0,
collectionclearmetaproducterrors,False,0,
collectionclearmetacollection,False,0,
collectionupdateprivatemetaproducterrors,False,0,
collectionupdateprivatemetacollection,False,0,
collectionclearprivatemetaproducterrors,False,0,
collectionclearprivatemetacollection,False,0,
productcreateproducterrors,False,0,
productcreateproduct,False,0,
productdeleteproducterrors,False,0,
productdeleteproduct,False,0,
productbulkdeletecount,False,0,
productbulkdeleteproducterrors,False,0,
productbulkpublishcount,False,0,
productbulkpublishproducterrors,False,0,
productupdateproducterrors,False,0,
productupdateproduct,False,0,
producttranslatetranslationerrors,False,0,
producttranslateproduct,False,0,
productupdatemetaproducterrors,False,0,
productupdatemetaproduct,False,0,
productclearmetaproducterrors,False,0,
productclearmetaproduct,False,0,
productupdateprivatemetaproducterrors,False,0,
productupdateprivatemetaproduct,False,0,
productclearprivatemetaproducterrors,False,0,
productclearprivatemetaproduct,False,0,
productsetavailabilityforpurchaseproduct,False,0,
productsetavailabilityforpurchaseproducterrors,False,0,
productimagecreateproduct,False,0,
productimagecreateimage,False,0,
productimagecreateproducterrors,False,0,
productvariantreorderproduct,False,0,
productvariantreorderproducterrors,False,0,
productimagedeleteproduct,False,0,
productimagedeleteimage,False,0,
productimagedeleteproducterrors,False,0,
productimagebulkdeletecount,False,0,
productimagebulkdeleteproducterrors,False,0,
productimagereorderproduct,False,0,
productimagereorderimages,False,0,
productimagereorderproducterrors,False,0,
productimageupdateproduct,False,0,
productimageupdateimage,False,0,
productimageupdateproducterrors,False,0,
producttypecreateproducterrors,False,0,
producttypecreateproducttype,False,0,
producttypedeleteproducterrors,False,0,
producttypedeleteproducttype,False,0,
producttypebulkdeletecount,False,0,
producttypebulkdeleteproducterrors,False,0,
producttypeupdateproducterrors,False,0,
producttypeupdateproducttype,False,0,
producttypereorderattributesproducttype,False,0,
producttypereorderattributesproducterrors,False,0,
producttypeupdatemetaproducterrors,False,0,
producttypeupdatemetaproducttype,False,0,
producttypeclearmetaproducterrors,False,0,
producttypeclearmetaproducttype,False,0,
producttypeupdateprivatemetaproducterrors,False,0,
producttypeupdateprivatemetaproducttype,False,0,
producttypeclearprivatemetaproducterrors,False,0,
producttypeclearprivatemetaproducttype,False,0,
digitalcontentcreatevariant,False,0,
digitalcontentcreatecontent,False,0,
digitalcontentcreateproducterrors,False,0,
digitalcontentdeletevariant,False,0,
digitalcontentdeleteproducterrors,False,0,
digitalcontentupdatevariant,False,0,
digitalcontentupdatecontent,False,0,
digitalcontentupdateproducterrors,False,0,
digitalcontenturlcreateproducterrors,False,0,
digitalcontenturlcreatedigitalcontenturl,False,0,
productvariantcreateproducterrors,False,0,
productvariantcreateproductvariant,False,0,
productvariantdeleteproducterrors,False,0,
productvariantdeleteproductvariant,False,0,
productvariantbulkcreatecount,False,0,
productvariantbulkcreateproductvariants,False,0,
productvariantbulkcreatebulkproducterrors,False,0,
bulkproducterrorfield,False,0,
bulkproducterrormessage,False,0,
bulkproducterrorcode,False,0,
bulkproducterrorattributes,False,0,
bulkproducterrorindex,False,0,
bulkproducterrorwarehouses,False,0,
productvariantbulkdeletecount,False,0,
productvariantbulkdeleteproducterrors,False,0,
productvariantstockscreateproductvariant,False,0,
productvariantstockscreatebulkstockerrors,False,0,
bulkstockerrorfield,False,0,
bulkstockerrormessage,False,0,
bulkstockerrorcode,False,0,
bulkstockerrorattributes,False,0,
bulkstockerrorindex,False,0,
productvariantstocksdeleteproductvariant,False,0,
productvariantstocksdeletestockerrors,False,0,
stockerrorfield,False,0,
stockerrormessage,False,0,
stockerrorcode,False,0,
productvariantstocksupdateproductvariant,False,0,
productvariantstocksupdatebulkstockerrors,False,0,
productvariantupdateproducterrors,False,0,
productvariantupdateproductvariant,False,0,
productvariantsetdefaultproduct,False,0,
productvariantsetdefaultproducterrors,False,0,
productvarianttranslatetranslationerrors,False,0,
productvarianttranslateproductvariant,False,0,
productvariantupdatemetaproducterrors,False,0,
productvariantupdatemetaproductvariant,False,0,
productvariantclearmetaproducterrors,False,0,
productvariantclearmetaproductvariant,False,0,
productvariantupdateprivatemetaproducterrors,False,0,
productvariantupdateprivatemetaproductvariant,False,0,
productvariantclearprivatemetaproducterrors,False,0,
productvariantclearprivatemetaproductvariant,False,0,
variantimageassignproductvariant,False,0,
variantimageassignimage,False,0,
variantimageassignproducterrors,False,0,
variantimageunassignproductvariant,False,0,
variantimageunassignimage,False,0,
variantimageunassignproducterrors,False,0,
paymentcapturepayment,False,0,
paymentcapturepaymenterrors,False,0,
paymenterrorfield,False,0,
paymenterrormessage,False,0,
paymenterrorcode,False,0,
paymentrefundpayment,False,0,
paymentrefundpaymenterrors,False,0,
paymentvoidpayment,False,0,
paymentvoidpaymenterrors,False,0,
pagecreatepageerrors,False,0,
pagecreatepage,False,0,
pageerrorfield,False,0,
pageerrormessage,False,0,
pageerrorcode,False,0,
pagedeletepageerrors,False,0,
pagedeletepage,False,0,
pagebulkdeletecount,False,0,
pagebulkdeletepageerrors,False,0,
pagebulkpublishcount,False,0,
pagebulkpublishpageerrors,False,0,
pageupdatepageerrors,False,0,
pageupdatepage,False,0,
pagetranslatetranslationerrors,False,0,
pagetranslatepage,False,0,
draftordercompleteorder,False,0,
draftordercompleteordererrors,False,0,
ordererrorfield,False,0,
ordererrormessage,False,0,
ordererrorcode,False,0,
ordererrorwarehouse,False,0,
ordererrororderline,False,0,
draftordercreateordererrors,False,0,
draftordercreateorder,False,0,
draftorderdeleteordererrors,False,0,
draftorderdeleteorder,False,0,
draftorderbulkdeletecount,False,0,
draftorderbulkdeleteordererrors,False,0,
draftorderlinesbulkdeletecount,False,0,
draftorderlinesbulkdeleteordererrors,False,0,
draftorderlinescreateorder,False,0,
draftorderlinescreateorderlines,False,0,
draftorderlinescreateordererrors,False,0,
draftorderlinedeleteorder,False,0,
draftorderlinedeleteorderline,False,0,
draftorderlinedeleteordererrors,False,0,
draftorderlineupdateorder,False,0,
draftorderlineupdateordererrors,False,0,
draftorderlineupdateorderline,False,0,
draftorderupdateordererrors,False,0,
draftorderupdateorder,False,0,
orderaddnoteorder,False,0,
orderaddnoteevent,False,0,
orderaddnoteordererrors,False,0,
ordercancelorder,False,0,
ordercancelordererrors,False,0,
ordercaptureorder,False,0,
ordercaptureordererrors,False,0,
orderclearprivatemetaorder,False,0,
orderclearmetaorder,False,0,
orderfulfillfulfillments,False,0,
orderfulfillorder,False,0,
orderfulfillordererrors,False,0,
fulfillmentcancelfulfillment,False,0,
fulfillmentcancelorder,False,0,
fulfillmentcancelordererrors,False,0,
fulfillmentupdatetrackingfulfillment,False,0,
fulfillmentupdatetrackingorder,False,0,
fulfillmentupdatetrackingordererrors,False,0,
fulfillmentclearmetafulfillment,False,0,
fulfillmentclearprivatemetafulfillment,False,0,
fulfillmentupdatemetafulfillment,False,0,
fulfillmentupdateprivatemetafulfillment,False,0,
ordermarkaspaidorder,False,0,
ordermarkaspaidordererrors,False,0,
orderrefundorder,False,0,
orderrefundordererrors,False,0,
orderupdateordererrors,False,0,
orderupdateorder,False,0,
orderupdatemetaorder,False,0,
orderupdateprivatemetaorder,False,0,
orderupdateshippingorder,False,0,
orderupdateshippingordererrors,False,0,
ordervoidorder,False,0,
ordervoidordererrors,False,0,
orderbulkcancelcount,False,0,
orderbulkcancelordererrors,False,0,
deletemetadatametadataerrors,False,0,
deletemetadataitem,False,0,
metadataerrorfield,False,0,
metadataerrormessage,False,0,
metadataerrorcode,False,0,
deleteprivatemetadatametadataerrors,False,0,
deleteprivatemetadataitem,False,0,
updatemetadatametadataerrors,False,0,
updatemetadataitem,False,0,
updateprivatemetadatametadataerrors,False,0,
updateprivatemetadataitem,False,0,
assignnavigationmenu,False,0,
assignnavigationmenuerrors,False,0,
menuerrorfield,False,0,
menuerrormessage,False,0,
menuerrorcode,False,0,
menucreatemenuerrors,False,0,
menucreatemenu,False,0,
menudeletemenuerrors,False,0,
menudeletemenu,False,0,
menubulkdeletecount,False,0,
menubulkdeletemenuerrors,False,0,
menuupdatemenuerrors,False,0,
menuupdatemenu,False,0,
menuitemcreatemenuerrors,False,0,
menuitemcreatemenuitem,False,0,
menuitemdeletemenuerrors,False,0,
menuitemdeletemenuitem,False,0,
menuitembulkdeletecount,False,0,
menuitembulkdeletemenuerrors,False,0,
menuitemupdatemenuerrors,False,0,
menuitemupdatemenuitem,False,0,
menuitemtranslatetranslationerrors,False,0,
menuitemtranslatemenuitem,False,0,
menuitemmovemenu,False,0,
menuitemmovemenuerrors,False,0,
invoicerequestorder,False,0,
invoicerequestinvoiceerrors,False,0,
invoicerequestinvoice,False,0,
invoiceerrorfield,False,0,
invoiceerrormessage,False,0,
invoiceerrorcode,False,0,
invoicerequestdeleteinvoiceerrors,False,0,
invoicerequestdeleteinvoice,False,0,
invoicecreateinvoiceerrors,False,0,
invoicecreateinvoice,False,0,
invoicedeleteinvoiceerrors,False,0,
invoicedeleteinvoice,False,0,
invoiceupdateinvoiceerrors,False,0,
invoiceupdateinvoice,False,0,
invoicesendemailinvoiceerrors,False,0,
invoicesendemailinvoice,False,0,
giftcardactivategiftcard,False,0,
giftcardactivategiftcarderrors,False,0,
giftcarderrorfield,False,0,
giftcarderrormessage,False,0,
giftcarderrorcode,False,0,
giftcardcreategiftcarderrors,False,0,
giftcardcreategiftcard,False,0,
giftcarddeactivategiftcard,False,0,
giftcarddeactivategiftcarderrors,False,0,
giftcardupdategiftcarderrors,False,0,
giftcardupdategiftcard,False,0,
pluginupdateplugin,False,0,
pluginupdatepluginserrors,False,0,
pluginerrorfield,False,0,
pluginerrormessage,False,0,
pluginerrorcode,False,0,
salecreatediscounterrors,False,0,
salecreatesale,False,0,
discounterrorfield,False,0,
discounterrormessage,False,0,
discounterrorcode,False,0,
saledeletediscounterrors,False,0,
saledeletesale,False,0,
salebulkdeletecount,False,0,
salebulkdeletediscounterrors,False,0,
saleupdatediscounterrors,False,0,
saleupdatesale,False,0,
saleaddcataloguessale,False,0,
saleaddcataloguesdiscounterrors,False,0,
saleremovecataloguessale,False,0,
saleremovecataloguesdiscounterrors,False,0,
saletranslatetranslationerrors,False,0,
saletranslatesale,False,0,
vouchercreatediscounterrors,False,0,
vouchercreatevoucher,False,0,
voucherdeletediscounterrors,False,0,
voucherdeletevoucher,False,0,
voucherbulkdeletecount,False,0,
voucherbulkdeletediscounterrors,False,0,
voucherupdatediscounterrors,False,0,
voucherupdatevoucher,False,0,
voucheraddcataloguesvoucher,False,0,
voucheraddcataloguesdiscounterrors,False,0,
voucherremovecataloguesvoucher,False,0,
voucherremovecataloguesdiscounterrors,False,0,
vouchertranslatetranslationerrors,False,0,
vouchertranslatevoucher,False,0,
exportproductsexportfile,False,0,
exportproductsexporterrors,False,0,
exporterrorfield,False,0,
exporterrormessage,False,0,
exporterrorcode,False,0,
checkoutaddpromocodecheckout,False,0,
checkoutaddpromocodecheckouterrors,False,0,
checkouterrorfield,False,0,
checkouterrormessage,False,0,
checkouterrorcode,False,0,
checkouterrorvariants,False,0,
checkoutbillingaddressupdatecheckout,False,0,
checkoutbillingaddressupdatecheckouterrors,False,0,
checkoutcompleteorder,False,0,
checkoutcompleteconfirmationneeded,False,0,
checkoutcompleteconfirmationdata,False,0,
checkoutcompletecheckouterrors,False,0,
checkoutcreatecreated,False,0,
checkoutcreatecheckouterrors,False,0,
checkoutcreatecheckout,False,0,
checkoutcustomerattachcheckout,False,0,
checkoutcustomerattachcheckouterrors,False,0,
checkoutcustomerdetachcheckout,False,0,
checkoutcustomerdetachcheckouterrors,False,0,
checkoutemailupdatecheckout,False,0,
checkoutemailupdatecheckouterrors,False,0,
checkoutlinedeletecheckout,False,0,
checkoutlinedeletecheckouterrors,False,0,
checkoutlinesaddcheckout,False,0,
checkoutlinesaddcheckouterrors,False,0,
checkoutlinesupdatecheckout,False,0,
checkoutlinesupdatecheckouterrors,False,0,
checkoutremovepromocodecheckout,False,0,
checkoutremovepromocodecheckouterrors,False,0,
checkoutpaymentcreatecheckout,False,0,
checkoutpaymentcreatepayment,False,0,
checkoutpaymentcreatepaymenterrors,False,0,
checkoutshippingaddressupdatecheckout,False,0,
checkoutshippingaddressupdatecheckouterrors,False,0,
checkoutshippingmethodupdatecheckout,False,0,
checkoutshippingmethodupdatecheckouterrors,False,0,
checkoutupdatemetacheckouterrors,False,0,
checkoutupdatemetacheckout,False,0,
checkoutclearmetacheckouterrors,False,0,
checkoutclearmetacheckout,False,0,
checkoutupdateprivatemetacheckouterrors,False,0,
checkoutupdateprivatemetacheckout,False,0,
checkoutclearprivatemetacheckouterrors,False,0,
checkoutclearprivatemetacheckout,False,0,
appcreateauthtoken,False,0,
appcreateapperrors,False,0,
appcreateapp,False,0,
apperrorfield,False,0,
apperrormessage,False,0,
apperrorcode,False,0,
apperrorpermissions,False,0,
appupdateapperrors,False,0,
appupdateapp,False,0,
appdeleteapperrors,False,0,
appdeleteapp,False,0,
apptokencreateauthtoken,False,0,
apptokencreateapperrors,False,0,
apptokencreateapptoken,False,0,
apptokendeleteapperrors,False,0,
apptokendeleteapptoken,False,0,
apptokenverifyvalid,False,0,
apptokenverifyapperrors,False,0,
appinstallapperrors,False,0,
appinstallappinstallation,False,0,
appretryinstallapperrors,False,0,
appretryinstallappinstallation,False,0,
appdeletefailedinstallationapperrors,False,0,
appdeletefailedinstallationappinstallation,False,0,
appfetchmanifestmanifest,False,0,
appfetchmanifestapperrors,False,0,
manifestidentifier,False,0,
manifestversion,False,0,
manifestname,False,0,
manifestabout,False,0,
manifestpermissions,False,0,
manifestappurl,False,0,
manifestconfigurationurl,False,0,
manifesttokentargeturl,False,0,
manifestdataprivacy,False,0,
manifestdataprivacyurl,False,0,
manifesthomepageurl,False,0,
manifestsupporturl,False,0,
appactivateapperrors,False,0,
appactivateapp,False,0,
appdeactivateapperrors,False,0,
appdeactivateapp,False,0,
createtokentoken,False,0,
createtokenrefreshtoken,False,0,
createtokencsrftoken,False,0,
createtokenuser,False,0,
createtokenaccounterrors,False,0,
accounterrorfield,False,0,
accounterrormessage,False,0,
accounterrorcode,False,0,
refreshtokentoken,False,0,
refreshtokenuser,False,0,
refreshtokenaccounterrors,False,0,
verifytokenuser,False,0,
verifytokenisvalid,False,0,
verifytokenpayload,False,0,
verifytokenaccounterrors,False,0,
deactivateallusertokensaccounterrors,False,0,
requestpasswordresetaccounterrors,False,0,
confirmaccountuser,False,0,
confirmaccountaccounterrors,False,0,
setpasswordtoken,False,0,
setpasswordrefreshtoken,False,0,
setpasswordcsrftoken,False,0,
setpassworduser,False,0,
setpasswordaccounterrors,False,0,
passwordchangeuser,False,0,
passwordchangeaccounterrors,False,0,
requestemailchangeuser,False,0,
